Data,Ora,Temp,Min,Max,Umid,Dew pt,Vento,Dir,Raffica,Dir Raff.,Press,Pioggia,Int.Pio.,Rad.Sol.
1/10/2021,0:00,16.4,16.6,16.4,77,11.8,8.0,N,24.1,N,975.1,0.0,0.0,0
1/10/2021,0:30,16.2,16.4,16.2,76,11.4,8.0,NNE,24.1,N,975.1,0.0,0.0,0
1/10/2021,1:00,16.2,16.3,16.2,74,11.0,9.7,NE,24.1,NNE,975.1,0.0,0.0,0
1/10/2021,1:30,16.2,16.3,16.2,71,10.4,11.3,NNE,25.7,N,974.9,0.0,0.0,0
1/10/2021,2:00,16.4,16.4,16.3,67,9.8,11.3,NNE,24.1,N,974.8,0.0,0.0,0
1/10/2021,2:30,15.9,16.4,15.9,72,10.3,4.8,N,20.9,NNW,974.8,0.0,0.0,0
1/10/2021,3:00,15.4,15.8,15.4,71,9.6,3.2,NNE,14.5,NE,974.7,0.0,0.0,0
1/10/2021,3:30,15.9,15.9,15.4,67,9.3,4.8,NNE,20.9,NE,974.2,0.0,0.0,0
1/10/2021,4:00,15.8,16.1,15.8,67,9.2,8.0,NE,19.3,NNE,974.2,0.0,0.0,0
1/10/2021,4:30,15.7,15.8,15.7,66,8.9,6.4,NNE,17.7,N,974.1,0.0,0.0,0
1/10/2021,5:00,15.6,15.7,15.6,66,8.8,8.0,NNE,25.7,NNW,973.9,0.0,0.0,0
1/10/2021,5:30,15.4,15.6,15.3,67,8.8,11.3,NNE,27.4,NNW,974.0,0.0,0.0,0
1/10/2021,6:00,15.3,15.4,15.3,67,8.7,11.3,NNE,24.1,NNE,973.9,0.0,0.0,0
1/10/2021,6:30,14.9,15.4,14.9,72,9.3,14.5,NNE,30.6,N,973.9,0.0,0.0,0
1/10/2021,7:00,14.6,14.9,14.5,75,9.6,16.1,NNE,30.6,ENE,974.1,0.0,0.0,0
1/10/2021,7:30,14.2,14.6,14.2,78,9.8,17.7,NNE,29.0,NNE,974.2,0.0,0.0,5
1/10/2021,8:00,14.4,14.6,14.2,76,9.6,16.1,NE,25.7,NE,974.2,0.0,0.0,15
1/10/2021,8:30,14.7,14.7,14.4,74,9.5,14.5,NNE,32.2,N,974.5,0.0,0.0,23
1/10/2021,9:00,15.5,15.5,14.7,71,9.7,8.0,NNE,20.9,N,974.5,0.0,0.0,152
1/10/2021,9:30,16.8,16.8,15.5,66,10.0,3.2,SE,11.3,SSE,974.6,0.0,0.0,289
1/10/2021,10:00,17.8,17.8,16.8,65,10.8,3.2,SW,11.3,SW,974.8,0.0,0.0,340
1/10/2021,10:30,19.1,19.1,17.8,57,10.5,4.8,SW,11.3,SW,974.7,0.0,0.0,454
1/10/2021,11:00,20.2,20.2,19.1,51,10.4,3.2,SSW,11.3,E,974.6,0.0,0.0,519
1/10/2021,11:30,20.8,20.8,20.1,50,10.8,3.2,SE,12.9,E,974.5,0.0,0.0,571
1/10/2021,12:00,21.4,21.5,20.8,47,10.8,1.6,NNW,11.3,SSW,974.4,0.0,0.0,611
1/10/2021,12:30,22.1,22.1,21.4,45,11.1,3.2,SE,16.1,E,974.1,0.0,0.0,640
1/10/2021,13:00,22.1,22.3,22.0,47,11.5,3.2,SE,11.3,ENE,973.9,0.0,0.0,656
1/10/2021,13:30,22.8,22.8,22.1,44,11.6,1.6,S,9.7,NNW,973.7,0.0,0.0,657
1/10/2021,14:00,23.1,23.1,22.5,45,12.1,4.8,NNW,16.1,NW,973.1,0.0,0.0,644
1/10/2021,14:30,23.3,23.3,23.0,45,12.3,4.8,NNW,12.9,NNW,972.8,0.0,0.0,618
1/10/2021,15:00,23.7,23.8,23.3,45,12.7,3.2,NNW,12.9,NW,972.5,0.0,0.0,579
1/10/2021,15:30,23.8,24.0,23.7,46,13.0,3.2,N,14.5,N,972.3,0.0,0.0,528
1/10/2021,16:00,23.6,23.8,23.5,48,13.2,4.8,NNW,14.5,NW,971.9,0.0,0.0,465
1/10/2021,16:30,22.8,23.6,22.8,50,12.8,4.8,NNW,20.9,NNW,971.8,0.0,0.0,297
1/10/2021,17:00,22.6,22.8,22.4,52,13.0,4.8,NNW,16.1,WNW,971.6,0.0,0.0,144
1/10/2021,17:30,22.5,22.8,22.5,52,12.9,3.2,E,12.9,E,971.6,0.0,0.0,189
1/10/2021,18:00,20.8,22.5,20.8,56,12.0,4.8,NE,16.1,E,971.5,0.0,0.0,87
1/10/2021,18:30,19.6,20.8,19.6,60,11.6,9.7,NE,20.9,N,971.4,0.0,0.0,23
1/10/2021,19:00,18.9,19.6,18.9,62,11.3,11.3,NNE,20.9,NE,971.4,0.0,0.0,5
1/10/2021,19:30,18.3,18.9,18.3,64,11.1,11.3,NNE,24.1,N,971.4,0.0,0.0,0
1/10/2021,20:00,17.9,18.3,17.9,65,10.9,9.7,NNE,22.5,NNE,971.7,0.0,0.0,0
1/10/2021,20:30,17.7,17.9,17.7,65,10.7,8.0,NNE,25.7,NNE,971.6,0.0,0.0,0
1/10/2021,21:00,17.4,17.8,17.4,67,10.8,6.4,N,22.5,NE,971.8,0.0,0.0,0
1/10/2021,21:30,16.7,17.4,16.7,69,10.5,1.6,E,8.0,E,971.9,0.0,0.0,0
1/10/2021,22:00,16.2,16.7,16.2,71,10.4,1.6,SSW,9.7,SSW,971.9,0.0,0.0,0
1/10/2021,22:30,15.8,16.2,15.8,73,10.4,0.0,SW,4.8,SW,971.9,0.0,0.0,0
1/10/2021,23:00,15.8,15.9,15.8,73,10.4,0.0,SW,1.6,SW,971.8,0.0,0.0,0
1/10/2021,23:30,15.5,15.8,15.5,74,10.3,0.0,SW,0.0,SW,971.8,0.0,0.0,0
2/10/2021,0:00,15.3,15.5,15.3,75,10.3,0.0,SW,0.0,SW,971.7,0.0,0.0,0
