Data,Ora,Temp,Min,Max,Umid,Dew pt,Vento,Dir,Raffica,Dir Raff.,Press,Pioggia,Int.Pio.,Rad.Sol.
1/5/2023,0:00,14.4,14.6,14.4,60,6.4,4.8,N,19.3,NNE,964.4,0.0,0.0,0
1/5/2023,0:30,14.3,14.4,14.3,59,6.1,3.2,W,19.3,S,964.4,0.0,0.0,0
1/5/2023,1:00,14.3,14.4,14.3,59,6.1,6.4,S,20.9,S,964.4,0.0,0.0,0
1/5/2023,1:30,13.6,14.3,13.6,61,5.8,3.2,NNE,11.3,NE,964.3,0.0,0.0,0
1/5/2023,2:00,14.3,14.3,13.6,58,5.9,4.8,NNE,14.5,ENE,964.0,0.0,0.0,0
1/5/2023,2:30,14.6,14.6,14.2,58,6.2,4.8,NE,16.1,SSE,963.7,0.0,0.0,0
1/5/2023,3:00,14.7,14.8,14.6,56,5.9,4.8,NE,19.3,ESE,963.6,0.0,0.0,0
1/5/2023,3:30,14.6,14.8,14.6,56,5.8,4.8,NE,14.5,ENE,963.4,0.0,0.0,0
1/5/2023,4:00,13.9,14.6,13.9,59,5.7,3.2,NNE,9.7,SE,963.4,0.0,0.0,0
1/5/2023,4:30,14.1,14.2,13.9,58,5.7,4.8,NNE,17.7,NNW,963.4,0.0,0.0,0
1/5/2023,5:00,13.8,14.2,13.8,60,5.8,4.8,NNE,14.5,N,963.2,0.0,0.0,0
1/5/2023,5:30,13.7,13.8,13.7,60,5.7,4.8,N,17.7,N,962.9,0.0,0.0,0
1/5/2023,6:00,13.6,13.7,13.6,60,5.6,6.4,N,24.1,NNE,962.8,0.0,0.0,0
1/5/2023,6:30,13.7,13.8,13.6,61,5.9,4.8,N,17.7,N,962.8,0.0,0.0,6
1/5/2023,7:00,13.8,13.8,13.7,61,6.0,1.6,WSW,9.7,NNW,962.9,0.0,0.0,30
1/5/2023,7:30,14.2,14.2,13.8,61,6.4,1.6,NNE,12.9,NNE,963.0,0.0,0.0,66
1/5/2023,8:00,14.8,14.8,14.2,59,6.6,1.6,SSW,12.9,SSW,963.2,0.0,0.0,104
1/5/2023,8:30,15.2,15.2,14.8,59,7.0,1.6,NNE,6.4,S,962.9,0.0,0.0,114
1/5/2023,9:00,16.2,16.2,15.1,57,7.6,4.8,SSW,16.1,S,962.9,0.0,0.0,220
1/5/2023,9:30,17.8,17.8,16.2,52,8.2,4.8,SSW,12.9,S,962.9,0.0,0.0,382
1/5/2023,10:00,18.8,19.1,17.8,48,8.4,3.2,SSW,9.7,SW,962.9,0.0,0.0,363
