Data,Ora,Temp,Min,Max,Umid,Dew pt,Vento,Dir,Raffica,Dir Raff.,Press,Pioggia,Int.Pio.,Rad.Sol.
1/11/2020,0:00,10.4,10.4,10.3,94,9.2,0.0,ENE,1.6,ENE,976.4,0.0,0.0,0
1/11/2020,0:30,10.5,10.5,10.4,95,9.5,0.0,ENE,0.0,ENE,976.2,0.2,0.0,0
1/11/2020,1:00,10.5,10.6,10.5,95,9.5,0.0,ENE,3.2,ENE,976.3,0.0,0.0,0
1/11/2020,1:30,11.4,11.4,10.4,95,10.4,0.0,ENE,0.0,ENE,976.2,0.0,0.0,0
1/11/2020,2:00,11.4,12.6,11.4,93,10.0,0.0,ENE,0.0,ENE,975.9,0.0,0.0,0
1/11/2020,2:30,10.7,11.4,10.7,94,9.5,0.0,SSW,4.8,SSW,975.8,0.0,0.0,0
1/11/2020,3:00,10.6,10.7,10.6,95,9.6,0.0,SSW,3.2,SSW,975.7,0.0,0.0,0
1/11/2020,3:30,10.6,10.6,10.6,94,9.4,0.0,S,1.6,S,975.3,0.0,0.0,0
1/11/2020,4:00,10.6,10.6,10.6,94,9.4,0.0,S,1.6,S,975.5,0.0,0.0,0
1/11/2020,4:30,10.5,10.6,10.4,94,9.3,0.0,ESE,3.2,SE,975.2,0.0,0.0,0
1/11/2020,5:00,11.6,11.6,10.4,96,10.8,0.0,ESE,1.6,ESE,975.4,0.0,0.0,0
1/11/2020,5:30,10.8,11.6,10.8,92,9.2,0.0,SW,6.4,SSW,975.4,0.0,0.0,0
1/11/2020,6:00,10.8,10.8,10.7,92,9.2,0.0,ESE,4.8,ESE,975.0,0.0,0.0,0
1/11/2020,6:30,10.7,10.8,10.7,92,9.1,0.0,SE,3.2,SE,975.3,0.0,0.0,0
1/11/2020,7:00,10.7,10.7,10.6,93,9.3,0.0,SE,3.2,SE,975.4,0.0,0.0,1
1/11/2020,7:30,10.7,10.7,10.7,93,9.3,0.0,SE,3.2,SE,975.7,0.0,0.0,13
1/11/2020,8:00,10.8,10.8,10.7,92,9.2,0.0,SE,6.4,SSE,975.9,0.0,0.0,38
1/11/2020,8:30,11.3,11.3,10.8,91,9.5,0.0,SE,6.4,SE,975.9,0.0,0.0,72
1/11/2020,9:00,11.8,11.8,11.3,89,9.6,1.6,SE,8.0,SSE,975.8,0.0,0.0,124
1/11/2020,9:30,12.4,12.4,11.8,87,9.8,1.6,SE,8.0,SSE,975.9,0.0,0.0,164
1/11/2020,10:00,12.8,12.8,12.4,84,9.6,3.2,SE,8.0,SE,975.9,0.0,0.0,170
1/11/2020,10:30,13.4,13.4,12.8,82,9.8,1.6,SE,8.0,SE,975.9,0.0,0.0,189
1/11/2020,11:00,13.8,13.8,13.4,81,10.0,1.6,SE,6.4,SE,976.0,0.0,0.0,160
1/11/2020,11:30,14.4,14.4,13.8,79,10.2,0.0,SE,4.8,SE,975.8,0.0,0.0,182
1/11/2020,12:00,14.7,14.8,14.4,77,10.1,0.0,SE,4.8,SE,975.5,0.0,0.0,182
1/11/2020,12:30,14.7,14.8,14.7,78,10.3,1.6,SW,11.3,S,975.4,0.0,0.0,138
1/11/2020,13:00,14.5,14.7,14.5,79,10.3,3.2,SW,14.5,SW,975.4,0.0,0.0,97
1/11/2020,13:30,14.4,14.5,14.3,80,10.4,1.6,WNW,8.0,W,975.1,0.0,0.0,90
1/11/2020,14:00,14.2,14.4,14.2,81,10.4,1.6,SW,9.7,SW,975.3,0.0,0.0,52
1/11/2020,14:30,14.1,14.2,14.1,83,10.7,1.6,SW,8.0,S,975.1,0.0,0.0,46
1/11/2020,15:00,14.1,14.1,14.1,83,10.7,1.6,W,9.7,WSW,975.1,0.0,0.0,53
1/11/2020,15:30,14.1,14.2,14.1,83,10.7,0.0,NW,4.8,NW,974.9,0.0,0.0,56
1/11/2020,16:00,14.2,14.2,14.0,83,10.8,0.0,NW,1.6,NW,974.6,0.0,0.0,63
1/11/2020,16:30,14.3,14.3,14.2,82,10.7,0.0,NW,0.0,NW,974.7,0.0,0.0,28
1/11/2020,17:00,14.3,14.3,14.2,83,10.9,0.0,NW,0.0,NW,974.6,0.0,0.0,6
1/11/2020,17:30,13.9,14.2,13.9,83,10.5,0.0,NW,0.0,NW,974.7,0.0,0.0,0
1/11/2020,18:00,13.7,13.9,13.7,85,10.7,0.0,NW,0.0,NW,974.8,0.0,0.0,0
1/11/2020,18:30,13.4,13.7,13.4,85,10.4,0.0,NW,1.6,NW,974.9,0.0,0.0,0
1/11/2020,19:00,13.2,13.5,13.2,86,10.4,0.0,NW,1.6,NW,975.0,0.0,0.0,0
1/11/2020,19:30,12.9,13.2,12.9,87,10.3,0.0,NW,1.6,NW,975.1,0.0,0.0,0
1/11/2020,20:00,12.9,12.9,12.9,88,10.5,0.0,NW,1.6,NW,975.2,0.0,0.0,0
1/11/2020,20:30,12.6,12.9,12.6,88,10.2,0.0,NW,0.0,NW,975.4,0.0,0.0,0
1/11/2020,21:00,12.4,12.6,12.3,89,10.2,0.0,NNE,1.6,NNW,975.5,0.0,0.0,0
1/11/2020,21:30,12.1,12.4,12.1,89,9.9,0.0,NNE,1.6,NNE,975.5,0.0,0.0,0
1/11/2020,22:00,12.0,12.1,12.0,89,9.8,0.0,NNE,3.2,NNE,975.6,0.0,0.0,0
1/11/2020,22:30,11.8,12.0,11.7,89,9.6,0.0,NNE,1.6,NNE,975.5,0.0,0.0,0
1/11/2020,23:00,11.7,11.7,11.6,90,9.7,0.0,NNE,3.2,NNE,975.6,0.0,0.0,0
1/11/2020,23:30,11.6,11.7,11.6,91,9.8,0.0,SE,3.2,N,975.7,0.0,0.0,0
2/11/2020,0:00,11.3,11.6,11.3,91,9.5,0.0,SE,0.0,N,975.8,0.0,0.0,0
2/11/2020,0:30,11.3,11.4,11.3,92,9.7,0.0,SSW,4.8,SSW,975.7,0.0,0.0,0
2/11/2020,1:00,11.4,11.4,11.3,91,9.6,0.0,SSW,0.0,SSW,975.6,0.0,0.0,0
2/11/2020,1:30,11.4,11.4,11.4,91,9.6,0.0,SSW,0.0,SSW,975.6,0.0,0.0,0
2/11/2020,2:00,11.2,11.4,11.2,92,9.6,0.0,SSW,3.2,SSW,975.6,0.0,0.0,0
2/11/2020,2:30,11.3,11.3,11.2,92,9.7,0.0,S,1.6,S,975.6,0.0,0.0,0
2/11/2020,3:00,11.3,11.3,11.2,92,9.7,0.0,S,4.8,S,975.4,0.0,0.0,0
2/11/2020,3:30,11.4,11.4,11.3,92,9.8,0.0,SE,4.8,SSE,975.3,0.0,0.0,0
2/11/2020,4:00,11.4,11.4,11.3,91,9.6,0.0,SE,1.6,SE,975.4,0.0,0.0,0
2/11/2020,4:30,11.4,11.4,11.3,90,9.4,0.0,SE,1.6,SE,975.4,0.0,0.0,0
2/11/2020,5:00,11.6,11.6,11.4,89,9.4,0.0,SE,1.6,SE,975.5,0.0,0.0,0
2/11/2020,5:30,11.6,11.6,11.6,89,9.4,0.0,SE,1.6,SE,975.6,0.0,0.0,0
2/11/2020,6:00,11.6,11.6,11.6,88,9.2,0.0,SE,1.6,SE,975.6,0.0,0.0,0
2/11/2020,6:30,11.8,11.8,11.6,86,9.0,0.0,ESE,4.8,ESE,975.6,0.0,0.0,0
2/11/2020,7:00,11.8,11.9,11.8,87,9.2,0.0,ESE,1.6,ESE,975.7,0.0,0.0,1
2/11/2020,7:30,11.9,11.9,11.8,87,9.3,0.0,ESE,1.6,ESE,975.7,0.0,0.0,11
2/11/2020,8:00,12.1,12.1,11.9,87,9.5,0.0,ESE,4.8,ESE,976.0,0.0,0.0,26
2/11/2020,8:30,12.4,12.4,12.1,87,9.8,0.0,ESE,0.0,ESE,976.2,0.0,0.0,45
2/11/2020,9:00,12.9,12.9,12.4,85,9.9,0.0,ESE,1.6,ESE,976.3,0.0,0.0,85
2/11/2020,9:30,13.3,13.3,12.9,84,10.1,0.0,ESE,3.2,ESE,976.4,0.0,0.0,104
2/11/2020,10:00,13.7,13.7,13.3,82,10.1,0.0,ESE,1.6,ESE,976.7,0.0,0.0,113
2/11/2020,10:30,13.9,13.9,13.7,80,9.9,0.0,ESE,1.6,ESE,976.9,0.0,0.0,118
2/11/2020,11:00,14.2,14.2,13.9,80,10.2,0.0,SE,3.2,SE,976.8,0.0,0.0,122
2/11/2020,11:30,14.4,14.4,14.2,79,10.2,0.0,W,3.2,W,976.8,0.0,0.0,157
2/11/2020,12:00,14.8,14.8,14.4,78,10.4,0.0,S,3.2,SSE,976.6,0.0,0.0,190
2/11/2020,12:30,15.3,15.3,14.8,76,10.5,0.0,S,6.4,SSW,976.5,0.0,0.0,217
2/11/2020,13:00,15.3,15.3,15.1,75,10.3,0.0,SSE,3.2,SSE,976.3,0.0,0.0,146
2/11/2020,13:30,15.6,15.6,15.3,74,10.4,0.0,S,6.4,S,976.1,0.0,0.0,141
2/11/2020,14:00,15.3,15.6,15.3,77,10.7,1.6,SW,6.4,WSW,976.0,0.0,0.0,80
2/11/2020,14:30,15.0,15.3,15.0,80,11.0,1.6,W,9.7,WNW,976.0,0.0,0.0,71
2/11/2020,15:00,14.7,15.0,14.7,80,10.7,3.2,SW,9.7,WNW,975.9,0.0,0.0,90
2/11/2020,15:30,14.7,14.8,14.7,80,10.7,1.6,S,9.7,S,975.9,0.0,0.0,75
2/11/2020,16:00,14.6,14.7,14.6,81,10.8,1.6,SSE,6.4,SSW,976.0,0.0,0.0,40
2/11/2020,16:30,14.4,14.6,14.4,81,10.6,0.0,SSE,3.2,SSE,975.8,0.0,0.0,23
2/11/2020,17:00,14.2,14.4,14.2,82,10.6,0.0,SSE,3.2,SSE,976.0,0.0,0.0,3
2/11/2020,17:30,13.9,14.2,13.9,84,10.7,0.0,SSW,4.8,SSW,976.1,0.0,0.0,0
2/11/2020,18:00,13.7,13.9,13.7,84,10.5,0.0,SE,3.2,SE,976.3,0.0,0.0,0
2/11/2020,18:30,14.0,14.0,13.6,87,11.4,0.0,SE,0.0,SE,976.3,0.0,0.0,0
2/11/2020,19:00,13.6,14.0,13.6,84,10.4,0.0,SE,0.0,SE,976.3,0.0,0.0,0
2/11/2020,19:30,13.4,13.6,13.4,85,10.4,0.0,SE,0.0,SE,976.4,0.0,0.0,0
2/11/2020,20:00,15.3,15.5,13.4,84,12.1,0.0,SE,0.0,SE,976.4,0.0,0.0,0
2/11/2020,20:30,15.1,15.3,14.6,82,11.5,0.0,SE,0.0,SE,976.5,0.0,0.0,0
2/11/2020,21:00,14.6,15.1,14.4,82,11.0,0.0,SE,0.0,SE,976.6,0.0,0.0,0
2/11/2020,21:30,13.6,14.6,13.6,85,10.6,0.0,SE,0.0,SE,976.7,0.0,0.0,0
2/11/2020,22:00,13.3,13.6,13.3,86,10.5,0.0,SE,0.0,SE,976.6,0.0,0.0,0
2/11/2020,22:30,13.2,13.3,13.2,87,10.6,0.0,SE,0.0,SE,976.6,0.0,0.0,0
2/11/2020,23:00,13.1,13.2,13.1,87,10.5,0.0,ESE,1.6,ESE,976.5,0.0,0.0,0
