Data,Ora,Temp,Min,Max,Umid,Dew pt,Vento,Dir,Raffica,Dir Raff.,Press,Pioggia,Int.Pio.,Rad.Sol.
1/9/2021,0:00,15.6,15.7,15.6,86,12.8,0.0,E,4.8,E,969.7,0.0,0.0,0
1/9/2021,0:30,15.1,15.6,15.1,87,12.5,0.0,E,3.2,E,969.9,0.0,0.0,0
1/9/2021,1:00,14.8,15.2,14.8,88,12.4,0.0,E,1.6,E,969.8,0.0,0.0,0
1/9/2021,1:30,14.6,14.9,14.6,89,12.4,0.0,E,0.0,E,970.0,0.0,0.0,0
1/9/2021,2:00,14.2,14.6,14.2,90,12.2,0.0,E,6.4,S,970.2,0.0,0.0,0
1/9/2021,2:30,14.1,14.2,14.1,90,12.1,0.0,S,1.6,S,970.1,0.0,0.0,0
1/9/2021,3:00,13.8,14.1,13.8,91,12.0,0.0,S,1.6,S,970.2,0.0,0.0,0
1/9/2021,3:30,13.6,13.8,13.6,91,11.8,0.0,S,3.2,S,970.3,0.0,0.0,0
1/9/2021,4:00,13.4,13.6,13.4,92,11.8,0.0,S,1.6,S,970.5,0.0,0.0,0
1/9/2021,4:30,13.2,13.4,13.2,92,11.6,0.0,S,3.2,S,970.6,0.0,0.0,0
1/9/2021,5:00,13.2,13.2,13.1,93,11.8,0.0,S,1.6,S,970.5,0.0,0.0,0
1/9/2021,5:30,13.2,13.2,13.1,93,11.8,1.6,S,11.3,ESE,970.5,0.0,0.0,0
1/9/2021,6:00,15.1,15.1,12.9,82,11.5,4.8,NE,20.9,N,970.6,0.0,0.0,0
1/9/2021,6:30,13.8,15.1,13.8,87,11.2,0.0,S,8.0,SW,971.1,0.0,0.0,0
1/9/2021,7:00,13.3,13.8,13.3,89,11.1,0.0,SE,1.6,SE,971.5,0.0,0.0,6
1/9/2021,7:30,13.4,13.4,13.3,90,11.4,0.0,SSW,4.8,SSW,971.1,0.0,0.0,16
1/9/2021,8:00,13.4,13.4,13.3,90,11.4,1.6,S,8.0,SSW,970.8,0.0,0.0,22
1/9/2021,8:30,16.4,16.4,13.3,77,11.8,6.4,NE,20.9,NNE,970.5,0.0,0.0,139
1/9/2021,9:00,17.8,17.8,16.4,72,12.2,12.9,NNE,27.4,NNE,970.5,0.0,0.0,301
1/9/2021,9:30,18.9,18.9,17.8,74,13.7,4.8,SE,16.1,NNW,970.7,0.0,0.0,373
1/9/2021,10:00,20.1,20.1,18.9,72,14.5,3.2,SW,11.3,S,971.2,0.0,0.0,469
1/9/2021,10:30,21.8,21.8,20.1,64,14.6,1.6,S,11.3,S,971.5,0.0,0.0,543
1/9/2021,11:00,21.8,21.9,21.6,58,13.4,4.8,SE,17.7,ENE,971.6,0.0,0.0,608
1/9/2021,11:30,22.9,22.9,21.8,56,14.1,3.2,SW,12.9,S,971.7,0.0,0.0,663
1/9/2021,12:00,23.7,23.7,22.9,55,14.7,3.2,SSW,11.3,SSW,971.8,0.0,0.0,722
1/9/2021,12:30,23.7,24.1,23.3,54,14.5,3.2,SE,14.5,E,971.9,0.0,0.0,794
1/9/2021,13:00,24.3,24.3,23.6,53,14.9,3.2,S,12.9,ENE,971.9,0.0,0.0,785
1/9/2021,13:30,25.2,25.2,24.4,49,15.0,3.2,SE,12.9,ENE,971.8,0.0,0.0,789
1/9/2021,14:00,24.8,25.5,24.8,48,14.4,3.2,SE,14.5,NNW,971.8,0.0,0.0,417
1/9/2021,14:30,24.9,25.1,24.6,50,14.9,3.2,SSE,22.5,NW,971.7,0.0,0.0,432
1/9/2021,15:00,24.1,24.9,23.9,54,14.9,4.8,NNW,12.9,NNW,971.7,0.0,0.0,216
1/9/2021,15:30,25.0,25.0,24.1,51,15.2,3.2,SSE,17.7,W,971.5,0.0,0.0,509
1/9/2021,16:00,25.2,25.5,25.0,50,15.2,6.4,NNW,17.7,NNW,971.5,0.0,0.0,569
1/9/2021,16:30,24.7,25.3,24.4,53,15.3,3.2,E,12.9,E,971.5,0.0,0.0,377
1/9/2021,17:00,24.9,25.1,24.4,52,15.3,4.8,NNW,17.7,ENE,971.4,0.0,0.0,481
1/9/2021,17:30,25.2,25.2,24.6,53,15.8,4.8,NE,17.7,NNE,971.2,0.0,0.0,393
1/9/2021,18:00,24.9,25.2,24.9,53,15.5,3.2,SSE,14.5,SE,971.2,0.0,0.0,288
1/9/2021,18:30,24.1,24.9,24.1,56,15.3,3.2,E,12.9,E,971.3,0.0,0.0,177
1/9/2021,19:00,22.4,24.1,22.4,62,14.8,6.4,ENE,16.1,ENE,971.3,0.0,0.0,72
1/9/2021,19:30,21.5,22.4,21.5,66,14.7,3.2,NNE,16.1,NNW,971.6,0.0,0.0,18
1/9/2021,20:00,20.4,21.5,20.4,69,14.2,9.7,NNE,19.3,N,971.5,0.0,0.0,3
1/9/2021,20:30,19.9,20.4,19.9,70,13.9,8.0,NE,19.3,N,972.0,0.0,0.0,0
1/9/2021,21:00,19.4,19.9,19.4,72,13.8,6.4,NNW,16.1,N,972.4,0.0,0.0,0
1/9/2021,21:30,19.2,19.4,19.2,70,13.2,3.2,N,12.9,NNE,972.6,0.0,0.0,0
1/9/2021,22:00,18.8,19.2,18.8,69,12.6,1.6,NW,11.3,NW,973.1,0.0,0.0,0
1/9/2021,22:30,18.8,18.9,18.7,68,12.4,1.6,E,11.3,E,973.1,0.0,0.0,0
1/9/2021,23:00,18.8,18.9,18.8,65,11.8,3.2,NE,14.5,ESE,973.1,0.0,0.0,0
1/9/2021,23:30,18.4,18.9,18.4,66,11.6,1.6,ENE,11.3,ENE,973.2,0.0,0.0,0
2/9/2021,0:00,17.6,18.4,17.6,67,11.0,0.0,SW,8.0,SSW,973.4,0.0,0.0,0
2/9/2021,0:30,18.3,18.3,17.6,61,10.5,3.2,NE,9.7,NE,973.3,0.0,0.0,0
2/9/2021,1:00,18.2,18.5,18.2,61,10.4,1.6,NNE,9.7,NE,973.3,0.0,0.0,0
2/9/2021,1:30,18.1,18.2,18.0,58,9.7,1.6,NE,6.4,NNE,973.2,0.0,0.0,0
2/9/2021,2:00,17.8,18.1,17.7,56,9.0,1.6,NE,9.7,NE,973.2,0.0,0.0,0
2/9/2021,2:30,17.9,18.1,17.8,55,8.9,1.6,E,9.7,E,973.2,0.0,0.0,0
2/9/2021,3:00,17.4,17.9,17.3,57,8.8,1.6,ENE,6.4,NE,973.3,0.0,0.0,0
2/9/2021,3:30,17.3,17.5,17.3,58,8.9,0.0,NE,6.4,NE,973.6,0.0,0.0,0
