Data,Ora,Temp,Min,Max,Umid,Dew pt,Vento,Dir,Raffica,Dir Raff.,Press,Pioggia,Int.Pio.,Rad.Sol.
1/11/2021,0:00,12.6,12.7,12.6,83,9.2,0.0,SW,3.2,SW,965.2,0.0,0.0,0
1/11/2021,0:30,12.5,12.6,12.5,84,9.3,0.0,SW,0.0,SW,965.0,0.0,0.0,0
1/11/2021,1:00,12.3,12.6,12.3,86,9.5,0.0,SW,4.8,SW,964.7,0.0,0.0,0
1/11/2021,1:30,12.2,12.3,12.2,86,9.4,0.0,SE,1.6,SE,964.4,0.0,0.0,0
1/11/2021,2:00,12.1,12.2,12.1,86,9.3,0.0,SE,0.0,SE,964.3,0.0,0.0,0
1/11/2021,2:30,12.1,12.1,12.1,86,9.3,0.0,SE,1.6,SE,963.9,0.0,0.0,0
1/11/2021,3:00,12.1,12.1,12.1,86,9.3,0.0,SE,0.0,SE,963.4,0.0,0.0,0
1/11/2021,3:30,12.1,12.2,12.1,85,9.1,0.0,SE,0.0,SE,962.9,0.0,0.0,0
1/11/2021,4:00,12.1,12.1,12.1,86,9.3,0.0,SE,0.0,SE,962.6,0.0,0.0,0
1/11/2021,4:30,12.0,12.1,12.0,86,9.2,0.0,SE,0.0,SE,962.3,0.0,0.0,0
1/11/2021,5:00,11.9,12.0,11.9,86,9.1,0.0,SE,1.6,SE,961.9,0.0,0.0,0
1/11/2021,5:30,11.9,11.9,11.9,86,9.1,0.0,SE,1.6,SE,961.6,0.0,0.0,0
1/11/2021,6:00,11.8,11.9,11.8,86,9.0,0.0,SE,0.0,SE,961.7,0.0,0.0,0
1/11/2021,6:30,11.9,11.9,11.8,86,9.1,0.0,SE,0.0,SE,961.5,0.0,0.0,0
1/11/2021,7:00,12.1,12.1,11.9,87,9.5,0.0,SE,0.0,SE,961.5,0.0,0.0,2
1/11/2021,7:30,12.2,12.2,12.0,86,9.4,0.0,SE,0.0,SE,961.4,0.0,0.0,12
1/11/2021,8:00,12.3,12.3,12.2,86,9.5,0.0,SE,1.6,SE,961.3,0.0,0.0,34
1/11/2021,8:30,12.7,12.7,12.3,85,9.7,0.0,SE,1.6,SE,961.1,0.0,0.0,71
1/11/2021,9:00,12.9,12.9,12.7,85,9.9,0.0,SE,3.2,SE,960.8,0.0,0.0,109
1/11/2021,9:30,13.4,13.4,12.9,83,10.0,0.0,SE,0.0,SE,960.5,0.0,0.0,103
1/11/2021,10:00,14.2,14.2,13.4,82,10.6,0.0,SE,1.6,SE,960.4,0.0,0.0,159
1/11/2021,10:30,14.7,14.7,14.2,80,10.7,0.0,SE,3.2,SE,959.9,0.0,0.0,105
1/11/2021,11:00,15.7,15.7,14.7,75,10.7,0.0,SE,4.8,SE,959.6,0.0,0.0,154
1/11/2021,11:30,16.1,16.1,15.7,74,10.9,1.6,ESE,6.4,SE,959.2,0.0,0.0,132
1/11/2021,12:00,16.1,16.2,16.1,74,10.9,3.2,SE,11.3,E,958.6,0.0,0.0,154
1/11/2021,12:30,15.9,16.1,15.8,78,11.5,1.6,SE,11.3,E,958.0,0.0,0.0,106
1/11/2021,13:00,15.8,15.9,15.7,79,11.6,1.6,SE,9.7,E,957.5,0.0,0.0,147
1/11/2021,13:30,14.9,15.8,14.9,83,11.5,1.6,SE,11.3,ESE,956.6,0.4,1.2,99
1/11/2021,14:00,14.6,15.0,14.6,85,11.6,0.0,ESE,1.6,ESE,956.0,0.0,0.0,79
1/11/2021,14:30,14.4,14.7,14.4,88,12.0,0.0,ESE,3.2,ESE,955.5,0.8,13.4,40
1/11/2021,15:00,13.9,14.4,13.9,90,11.9,0.0,ESE,0.0,ESE,955.1,0.4,3.8,23
1/11/2021,15:30,13.9,14.0,13.9,91,12.1,0.0,SSE,3.2,SSE,954.7,0.4,2.6,21
1/11/2021,16:00,13.8,13.9,13.8,92,12.2,0.0,E,8.0,E,954.3,0.0,0.0,15
1/11/2021,16:30,13.7,13.8,13.7,93,12.3,1.6,E,11.3,E,953.9,0.0,0.0,6
1/11/2021,17:00,13.8,13.9,13.7,92,12.2,3.2,E,14.5,E,953.5,0.2,0.0,0
1/11/2021,17:30,13.9,13.9,13.8,92,12.3,3.2,E,14.5,E,952.9,1.0,8.0,0
1/11/2021,18:00,13.8,13.9,13.8,93,12.4,1.6,E,11.3,E,952.7,1.6,6.2,0
1/11/2021,18:30,13.8,13.8,13.7,94,12.6,3.2,E,12.9,ENE,952.5,0.8,5.2,0
1/11/2021,19:00,14.1,14.1,13.8,94,12.9,3.2,E,12.9,E,952.6,0.2,1.6,0
1/11/2021,19:30,14.3,14.3,14.1,95,13.3,1.6,ESE,11.3,SE,952.1,1.0,6.6,0
1/11/2021,20:00,14.4,14.4,14.3,95,13.4,3.2,SE,12.9,S,951.9,0.8,7.2,0
1/11/2021,20:30,14.4,14.4,14.4,95,13.4,3.2,S,20.9,SW,951.9,0.4,4.0,0
1/11/2021,21:00,14.4,14.5,14.4,95,13.4,6.4,S,25.7,S,951.9,0.4,1.6,0
1/11/2021,21:30,14.5,14.5,14.4,95,13.5,4.8,S,11.3,SSW,951.5,0.4,8.2,0
1/11/2021,22:00,14.6,14.6,14.4,95,13.6,4.8,SSE,17.7,WSW,951.5,0.8,2.2,0
1/11/2021,22:30,14.6,14.7,14.6,94,13.4,8.0,SW,25.7,WSW,952.2,0.6,3.4,0
1/11/2021,23:00,14.0,14.6,14.0,93,12.6,6.4,WNW,20.9,SW,952.8,0.0,0.0,0
1/11/2021,23:30,13.8,14.0,13.7,93,12.4,6.4,W,16.1,WNW,953.1,0.0,0.0,0
2/11/2021,0:00,13.4,13.7,13.4,92,11.8,1.6,NNW,12.9,WNW,953.4,0.0,0.0,0
2/11/2021,0:30,13.0,13.4,13.0,88,10.6,4.8,W,16.1,WNW,953.5,0.0,0.0,0
2/11/2021,1:00,12.7,13.0,12.7,86,9.9,6.4,WNW,19.3,WSW,953.6,0.0,0.0,0
2/11/2021,1:30,12.6,12.7,12.6,85,9.6,3.2,WNW,14.5,W,953.6,0.0,0.0,0
2/11/2021,2:00,12.4,12.6,12.4,85,9.4,1.6,SW,16.1,SSW,953.9,0.0,0.0,0
2/11/2021,2:30,12.4,12.4,12.4,84,9.2,4.8,WNW,16.1,W,954.0,0.0,0.0,0
2/11/2021,3:00,12.3,12.4,12.3,85,9.3,0.0,SSW,6.4,SSW,954.0,0.0,0.0,0
2/11/2021,3:30,12.2,12.3,12.2,86,9.4,1.6,S,11.3,S,954.3,0.0,0.0,0
2/11/2021,4:00,12.1,12.2,12.1,85,9.1,1.6,SW,9.7,S,954.1,0.0,0.0,0
2/11/2021,4:30,12.0,12.1,12.0,85,9.0,1.6,S,8.0,S,954.4,0.0,0.0,0
2/11/2021,5:00,11.7,12.0,11.7,84,8.5,1.6,S,9.7,SSW,954.9,0.0,0.0,0
2/11/2021,5:30,11.5,11.7,11.5,87,8.9,1.6,SSE,12.9,S,955.1,0.0,0.0,0
2/11/2021,6:00,11.2,11.5,11.2,85,8.2,1.6,S,11.3,SE,955.4,0.0,0.0,0
2/11/2021,6:30,11.3,11.3,11.2,85,8.3,0.0,SW,4.8,SSW,955.4,0.0,0.0,0
2/11/2021,7:00,11.3,11.4,11.3,87,8.7,1.6,ESE,6.4,SE,955.6,0.6,3.0,0
2/11/2021,7:30,11.2,11.3,11.2,88,8.8,0.0,E,3.2,E,956.0,0.0,0.0,12
