Data,Ora,Temp,Min,Max,Umid,Dew pt,Vento,Dir,Raffica,Dir Raff.,Press,Pioggia,Int.Pio.,Rad.Sol.
1/1/2019,0:00,6.4,6.7,6.4,61,-1.4,4.8,SE,20.9,ESE,979.8,0.0,0.0,0
1/1/2019,0:30,6.4,6.5,6.4,63,-1.0,3.2,SE,19.3,ESE,979.7,0.0,0.0,0
1/1/2019,1:00,6.2,6.4,6.2,64,-1.0,4.8,SE,16.1,E,979.9,0.0,0.0,0
1/1/2019,1:30,6.1,6.2,6.0,65,-0.9,4.8,SE,16.1,NNW,980.0,0.0,0.0,0
1/1/2019,2:00,6.0,6.1,6.0,65,-1.0,3.2,SE,12.9,S,980.1,0.0,0.0,0
1/1/2019,2:30,5.9,6.0,5.9,65,-1.1,4.8,S,16.1,ENE,980.4,0.0,0.0,0
1/1/2019,3:00,5.7,5.9,5.7,65,-1.3,3.2,SW,12.9,SE,980.3,0.0,0.0,0
1/1/2019,3:30,5.5,5.7,5.5,66,-1.3,3.2,NW,9.7,NNW,980.1,0.0,0.0,0
1/1/2019,4:00,5.3,5.5,5.3,66,-1.5,3.2,WNW,14.5,W,980.0,0.0,0.0,0
1/1/2019,4:30,5.3,5.3,5.3,63,-2.1,3.2,NW,16.1,NNW,979.8,0.0,0.0,0
1/1/2019,5:00,5.3,5.4,5.3,64,-1.9,3.2,NW,11.3,ENE,979.6,0.0,0.0,0
1/1/2019,5:30,5.2,5.3,5.2,62,-2.4,1.6,NNW,12.9,NNW,980.0,0.0,0.0,0
1/1/2019,6:00,5.4,5.4,5.2,63,-2.0,4.8,NNW,19.3,NNW,979.7,0.0,0.0,0
1/1/2019,6:30,5.5,5.5,5.4,60,-2.5,4.8,W,16.1,WSW,979.8,0.0,0.0,0
1/1/2019,7:00,5.7,5.7,5.4,59,-2.5,4.8,SSW,20.9,NNE,980.1,0.0,0.0,0
1/1/2019,7:30,5.3,5.7,5.3,61,-2.5,4.8,SSE,19.3,ENE,979.9,0.0,0.0,0
1/1/2019,8:00,5.1,5.3,5.1,64,-2.1,3.2,SSW,17.7,S,980.2,0.0,0.0,2
1/1/2019,8:30,4.6,5.1,4.6,67,-2.0,4.8,SW,22.5,SW,980.4,0.0,0.0,13
1/1/2019,9:00,4.6,4.6,4.5,69,-1.6,1.6,W,9.7,WNW,980.0,0.0,0.0,23
1/1/2019,9:30,5.1,5.1,4.6,68,-1.3,0.0,NE,4.8,N,979.9,0.0,0.0,99
1/1/2019,10:00,6.9,6.9,5.1,63,-0.5,1.6,NW,9.7,NW,979.3,0.0,0.0,251
1/1/2019,10:30,7.6,7.6,6.9,59,-0.6,1.6,NW,8.0,NW,979.7,0.0,0.0,333
1/1/2019,11:00,8.4,8.4,7.6,56,-0.4,1.6,NNW,8.0,NNW,979.1,0.0,0.0,392
1/1/2019,11:30,9.3,9.3,8.4,54,0.1,1.6,WNW,8.0,NW,978.8,0.0,0.0,397
1/1/2019,12:00,9.9,9.9,9.3,52,0.3,1.6,SW,14.5,E,978.2,0.0,0.0,405
1/1/2019,12:30,8.9,9.9,8.9,54,-0.3,8.0,E,22.5,E,977.8,0.0,0.0,410
1/1/2019,13:00,9.6,9.7,8.9,53,0.2,4.8,W,17.7,WSW,977.4,0.0,0.0,403
1/1/2019,13:30,9.9,10.3,9.6,51,0.1,4.8,SSW,19.3,ESE,977.3,0.0,0.0,384
1/1/2019,14:00,9.7,9.9,9.1,55,0.7,6.4,E,17.7,NE,977.0,0.0,0.0,348
1/1/2019,14:30,10.7,10.8,9.7,54,1.5,3.2,SSW,11.3,SE,976.8,0.0,0.0,249
1/1/2019,15:00,9.9,10.7,9.9,60,1.9,1.6,NNW,9.7,NNW,976.7,0.0,0.0,144
1/1/2019,15:30,9.4,9.9,9.4,60,1.4,1.6,E,8.0,E,976.5,0.0,0.0,63
1/1/2019,16:00,8.2,9.4,8.2,62,0.6,3.2,NNW,9.7,NNW,976.6,0.0,0.0,43
1/1/2019,16:30,8.1,8.2,7.9,67,1.5,1.6,WNW,6.4,W,976.2,0.0,0.0,26
1/1/2019,17:00,7.6,8.1,7.6,63,0.2,1.6,NNW,8.0,NW,975.9,0.0,0.0,5
1/1/2019,17:30,6.6,7.7,6.6,67,0.0,0.0,NNW,4.8,NNW,975.8,0.0,0.0,0
1/1/2019,18:00,6.1,6.6,6.1,69,-0.1,0.0,NNE,4.8,NNE,975.6,0.0,0.0,0
1/1/2019,18:30,6.6,6.6,6.0,76,1.8,0.0,NE,4.8,NE,975.6,0.0,0.0,0
1/1/2019,19:00,5.3,6.7,5.3,72,-0.3,0.0,SW,4.8,SW,975.4,0.0,0.0,0
1/1/2019,19:30,4.5,5.2,4.5,76,-0.3,0.0,NW,3.2,NW,975.3,0.0,0.0,0
1/1/2019,20:00,3.9,4.6,3.9,77,-0.7,0.0,NE,3.2,NE,975.3,0.0,0.0,0
1/1/2019,20:30,4.0,4.1,3.9,77,-0.6,0.0,NE,3.2,NE,975.1,0.0,0.0,0
1/1/2019,21:00,4.8,5.0,3.9,79,0.6,0.0,NE,3.2,NE,974.7,0.0,0.0,0
1/1/2019,21:30,3.9,5.4,3.9,76,-0.9,0.0,NE,1.6,NE,974.4,0.0,0.0,0
1/1/2019,22:00,2.6,3.8,2.6,81,-1.2,0.0,NE,1.6,NE,974.0,0.0,0.0,0
1/1/2019,22:30,2.3,2.6,2.3,82,-1.3,0.0,NE,0.0,NE,973.6,0.0,0.0,0
1/1/2019,23:00,2.4,2.4,2.2,86,-0.4,0.0,NNE,3.2,NNE,973.4,0.0,0.0,0
1/1/2019,23:30,2.7,2.9,2.4,82,-0.9,0.0,ENE,6.4,WNW,973.0,0.0,0.0,0
2/1/2019,0:00,2.8,2.8,2.7,83,-0.6,0.0,WNW,4.8,NW,972.4,0.0,0.0,0
2/1/2019,0:30,2.8,2.8,2.4,83,-0.6,0.0,W,3.2,W,971.8,0.0,0.0,0
2/1/2019,1:00,3.8,3.8,2.9,80,-0.2,0.0,ESE,4.8,SE,971.2,0.0,0.0,0
2/1/2019,1:30,4.7,4.8,3.8,80,0.7,0.0,SSW,4.8,SSW,971.0,0.0,0.0,0
2/1/2019,2:00,4.2,4.7,4.2,80,0.2,0.0,SSW,1.6,SSW,970.8,0.0,0.0,0
2/1/2019,2:30,4.4,4.4,4.2,79,0.2,0.0,SSW,1.6,SSW,970.7,0.0,0.0,0
2/1/2019,3:00,5.0,5.0,4.4,75,0.0,0.0,E,6.4,ENE,970.4,0.0,0.0,0
2/1/2019,3:30,5.8,5.9,5.0,75,0.8,0.0,E,4.8,E,969.9,0.0,0.0,0
2/1/2019,4:00,5.4,5.8,5.4,75,0.4,0.0,SE,4.8,SE,969.3,0.0,0.0,0
2/1/2019,4:30,5.2,5.4,5.2,75,0.2,1.6,SE,8.0,E,968.8,0.0,0.0,0
2/1/2019,5:00,5.4,5.4,5.2,76,0.6,0.0,E,9.7,E,968.5,0.0,0.0,0
